Word,Clue
RELIVES,Woo
RELOADS,Assembly of witches
RELYING,Gath^er^ing of witches
REMAINS,Group of witches
REMARKS,Witches' assembly
REMARRY,Binding of a book
REMATCH,Blanket
REMINDS,Clothe
REMNANT,"Clothe, protect"
REMODEL,In^sur^ance pro^tec^tion
REMORSE,Lid
REMOULD,"_ up, keep secret"
REMOUNT,"Inlets, bays"
REMOVAL,Shel^tered bays
REMOVED,Small inlets at the seaside
REMOVES,Ardently desire
RENAMED,Desire
RENAMES,Desire eagerly
RENAULT,Eagerly desire
RENDELL,Jealously desire
RENDERS,Want
RENDING,Want to have
RENEGED,Yearn to possess
RENEGES,Brood of par^tridge
RENEWAL,Col^lect^ive name for par^tridge
RENEWED,Group of par^tridge
RENTING,Daunted
REOCCUR,Intimidated
REOPENS,Overawed
REORDER,Browbeaten
REPAINT,Crouch down in fear
REPAIRS,Cringe
REPAPER,Flinch
REPASTS,Quail
REPAVED,Recoil
REPEALS,Shrink back
REPEATS,Shrink back in fear
REPENTS,Isle of Wight regatta
REPINED,Isle of Wight regatta town
REPINES,Yachting centre of the Isle of Wight
REPLACE,Hooded robes
REPLANT,Monks' hoods
REPLAYS,Steers a rowing crew
REPLETE,Bashfully
REPLICA,Demurely
REPLIED,In a shy way
REPLIES,Shyly
REPOINT,Beaver-like animal
REPORTS,Large S American rodent
REPOSED,Large South American semi-aquatic rodent
REPOSES,Large South American rodent
REPRESS,South American rodent
REPRINT,"Cheat, deceive"
REPRISE,Hoodwink
REPROOF,Crust^aceans with edible flesh
REPROVE,Marine crust^aceans
REPTILE,"Fissure, gap"
REPULSE,"Gap, chink"
REPUTED,Narrow gap
REQUEST,Sharp breaking sound
REQUIEM,Partial split
REQUIRE,Break or fracture on the surface
REREDOS,Artistry
REROUTE,Oc^cu^pa^tion requiring skill
RESCIND,Sea-going vessel
RESCUED,Skill or cunning
RESCUER,Skilled trade
RESCUES,Vessel
RESEALS,Rocky outcrops
RESENTS,Steep rock faces
RESERVE,Steep rocks
RESHAPE,Foot^ball^er's leg pain
RESHOOT,Hinder (someone's style)
RESIDED,In^vol^un^tary spasm
RESIDES,Muscle pain
RESIDUE,Muscular spasm
RESIGNS,Painful muscle spasm
RESISTS,Painful muscle tight^en^ing
RESNICK,Sudden involuntary contraction of the muscles
RESOLVE,Swimmer's painful muscle spasm
RESORTS,Compresses
RESOUND,"Packs, stuffs"
RESPECT,Revises for exams
RESPIRE,Building-site hoist
RESPITE,Heron-like bird
RESPOND,Hoisting machine
RESPRAY,Huge lifting machine
RESTART,Large hoist
RESTATE,"Tall, long-legged, wading bird"
RESTFUL,Tall wading bird
RESTING,Long-legged wading bird
RESTIVE,Machine for lifting heavy objects
RESTOCK,Stretch (your neck) to see better
RESTORE,Ec^cen^tric person
RESTYLE,Ec^cen^tric shaft
RESULTS,Starting-handle
RESUMED,American dice game
RESUMES,US dice game
RETAILS,Gambling game where two dice are rolled by each player
RETAINS,Clatter
RETAKEN,Collide
RETAKES,Collide violently
RETELLS,Computer breakdown
RETHINK,Financial collapse
RETINAL,Noise of things breaking
RETINOL,Rapid economic collapse
RETINUE,"Stupid, insen^si^tive"
RETIRED,"Ignorant, insen^si^tive"
RETIREE,Tactless
RETIRES,"Tactless, insen^si^tive"
RETITLE,Bottle-carrier
RETORTS,Box
RETOUCH,Cargo box
RETRACE,Con^tain^er for milk bottles
RETRACT,Con^tain^er for trans^port^ing goods
RETRAIN,Divided container for holding milk bottles
RETREAD,Large box
RETREAT,Large wooden con^tain^er
RETRIAL,Packing case
RETSINA,Packing case for transporting goods
RETUNED,Ardently desire
RETURNS,Desire
REUNION,Hunger for
REUNITE,Long for
REUTERS,Really want
REVALUE,Advance very slowly
REVAMPS,Go on all fours
REVEALS,Go on hands and knees
REVELRY,Move on hands and knees
REVENGE,Move on your hands and knees
REVENUE,Freestyle swimming stroke
REVERED,Swimming stroke
REVERES,Walk on all fours
REVERIE,Fad
REVERSE,Fashion
REVERSO,Latest trend
REVERTS,Mania
REVIEWS,Popular fad
REVILED,Short-lived mania
REVILES,"Insane, ri^dicu^lous"
REVISED,"_ golf, seaside game"
REVISER,Very en^thu^si^astic (about)
REVISES,Grating noise
REVISIT,Grating sound
REVIVAL,Grating sound of a hinge
REVIVED,"Harsh noise (of an unoiled hinge, for example)"
REVIVER,Noise a door makes in a horror film
REVIVES,"Noise, as of an unoiled hinge"
REVOKED,Scraping noise
REVOKES,Best part of anything
REVOLTS,Dairy product
REVOLVE,Elite
REVVING,Fatty part of milk
REWARDS,Milk fat
REWINDS,Off-white colour
REWRITE,Part of milk with a high fat content
REWROTE,Rich part of milk
RHENIUM,Richest part of milk
RHIANNA,Straw^berries' topping
RHIZOME,Top of the milk
RHODIUM,Yellowish-white colour
RHOMBUS,System of belief
RHONDDA,Set of prin^ciples
RHUBARB,Set of beliefs
RHYMING,State^ment of beliefs
RHYTHMS,Pro^fes^sion of faith
RIBBING,Doctrine
RIBBONS,Dogma
RIBCAGE,Set of prin^ciples
RICHARD,Set of beliefs
RICHEST,System of beliefs
RICHMAL,"<i>French^man's</i> _, Daphne Du Maurier novel"
RICHTEA,Narrow inlet
RICHTER,Small inlet or bay
RICKETS,Tidal inlet
RICKETY,Tidal estuary
RICKMAN,"Up the _, in dire dif^fi^cul^ties"
RICOTTA,Angler's basket
RIDDING,Angler's wicker basket
RIDDLED,Fish^er^man's basket
RIDDLER,Fishing basket
RIDDLES,Sneak
RIDINGS,"Sneak, tiptoe"
RIFFLER,Edge forward
RIFLING,Edge forward quietly
RIGGERS,Go stealthily
RIGGING,Move silently
RIGHTED,Move slowly and quietly
RIGHTLY,Move stealth^ily
RIGHTON,Tiptoe
RIGIDLY,Toady
RIGOURS,Yes-man
RIGVEDA,Light fabric with a wrinkled surface
RIHANNA,Light wrinkled fabric
RIMBAUD,Light thin fabric with a wrinkled surface
RINGERS,French pancake
RINGGIT,Pancake
RINGING,Thin paper used for dec^or^ations
RINGLET,Thin French pancake often folded around a filling
RINGOFF,Wrinkled fabric
RINGOUT,"_ Suzette, dessert pancake"
RINGWAY,Sneaked
RINSING,Moved slowly and carefully
RIOTACT,Edged forward
RIOTERS,Edged forward silently
RIOTING,Edged silently
RIOTOUS,Inched forward
RIPCORD,Moved stealth^ily
RIPENED,Tiptoed
RIPOSTE,Walked stealth^ily
RIPPING,"Mustard and _, seedlings"
RIPPLED,Species of various pungent-leaved salad plants
RIPPLES,Plant often grown with mustard
RIPTIDE,Salad plant
RISIBLE,Salad plant used as a garnish
RISKIER,Salad vege^table grown with mustard
RISKING,Seeds grown with mustard
RISOTTO,"<i>Falcon</i> _, 1980s TV soap"
RISSOLE,Apex of a wave
RITAORA,Family emblem
RITCHIE,Heraldic badge
RITUALS,Heraldic design
RIVALRY,Heraldic insignia
RIVETED,Peak of a hill
RIVETER,"Peak, summit"
RIVIERA,Ridge (of a hill)
RIVULET,Summit
ROADHOG,Top of a wave
ROADIES,Big Greek isle
ROADMAP,Greek holiday island
ROADTAX,Island centre of the Minoan civilisation
ROADWAY,Greek island in the eastern Mediterranean
ROAMING,"Greek island, capital Heraklion"
ROARING,Large island south of Greece
ROASTED,Largest Greek island
ROASTER,Largest of the Greek islands
ROBBERS,Medi^ter^ra^nean island
ROBBERY,Cheshire railway town
ROBBING,Major railway junction in Cheshire
ROBBINS,Boat teams
ROBERTA,Rowing teams
ROBERTS,Ships' companies
ROBESON,Ships' teams of workers
ROBLOWE,Squads
ROBOCOP,Teams of workers on a plane
ROBOTIC,Yachting teams
ROCKABY,Babies' beds
ROCKALL,Cots
ROCKERS,Moses baskets
ROCKERY,Revision notes
ROCKETS,Neck pain
ROCKIER,Muscle spasm in the neck
ROCKIES,"Strain, twist"
ROCKING,Stiff^ness in the neck
RODENTS,Broke into tears
ROEBUCK,Shouted
ROEDEAN,Shrieked
ROEDEER,Sobbed
ROGUERY,Wailed
ROGUISH,Wept
ROISTER,Town news-giver
ROLLBAR,Calls out
ROLLERS,Is tearful
ROLLING,Shouts
ROLLMOP,Shrieks
ROLLTOP,Sobs
ROLODEX,Wails
ROMAINE,Weeps
ROMANCE,Act pun^ish^able by law
ROMANIA,"Burglary or shop^lift^ing, eg"
ROMANOV,Felony
ROMANSH,Illegal act
ROMFORD,Illegal action
ROMPERS,Unlawful act
ROMPING,Unlawful action
ROMULUS,Violation of the law
RONALDO,Put waves in (hair)
RONDEAU,"Pleat, corrugate"
ROOFERS,Brittle
ROOFING,Dry and brittle
ROOFTOP,"Firm, fresh"
ROOKERY,"Fresh, bracing"
ROOKIES,Potato chip
ROOMFUL,Potato snack
ROOMIER,"Succinct, sharp"
ROOSTED,Thin slice of fried potato
ROOSTER,"Thin, dry and brittle"
ROOTING,Wafer-thin slice of fried potato
ROOTOUT,Deep hoarse sound made by a raven or frog
ROPEDIN,Frog noise
ROSANNA,Noise of a frog
ROSARIO,Sound of a frog
ROSEAND,Battered vehicle
ROSEATE,Earth^en^ware shard
ROSEBUD,Earth^en^ware vessel
ROSEHIP,Highlands small^hold^ing
ROSELLA,Small Scottish farm
ROSETTA,Small farm in Scotland
ROSETTE,"Smallholding, especially in Scotland"
ROSIEST,Hag
ROSSINI,Harridan
ROSSLYN,Witch-like old woman
ROSTERS,Withered old woman
ROSTOCK,Close com^pan^ion
ROSTRUM,Close friend
ROSWELL,Companion
ROTATED,Henchman
ROTATES,Intimate com^pan^ion
ROTATOR,Criminal
ROTORUA,Bishop's staff
ROTTERS,Shep^herd's staff
ROTTING,"Swindler, pro^fes^sional criminal"
ROTUNDA,Villain
ROUGHEN,Sing like Bing
ROUGHER,Sing or hum in a soft low voice
ROUGHIT,Sing softly
ROUGHLY,Agri^cul^tural produce
ROULADE,Harvests
ROULEAU,Riding whips
ROUNDED,Angry
ROUNDEL,Annoyed
ROUNDER,"Charing _, London station"
ROUNDLY,Christian symbol
ROUNDUP,Intersect
ROUSING,"King's _, London railway station"
ROUSSOS,Religious symbol
ROUSTED,Symbol of Chris^tian^ity
ROUTINE,Traverse
ROUTING,Very annoyed
ROWDIER,Chil^dren's coughing illness
ROWDILY,Chil^dren's throat disorder
ROWLAND,Equine rump
ROWLING,Horse's rump
ROWLOCK,In^flam^ma^tion of the larynx
ROXANNE,Horde
ROYALLY,Large group
ROYALTY,Large group of people
ROYHUDD,Large number of people
RUAPEHU,Large number of people gathered together
RUBBERS,Mass of people
RUBBERY,"Mob, horde"
RUBBING,Multitude
RUBBISH,Throng
RUBDOWN,Throng of people
RUBELLA,Diadem
RUBICON,Five shillings
RUBITIN,Head-dress for a king or queen
RUBSOUT,Head-dress worn by a monarch as a symbol of authority
RUBYWAX,Monarch's ornamental jewelled head-dress
RUCHING,Queen's head-dress
RUCTION,Queen's jewelled head-dress
RUDDERS,Royal head-dress
RUDEBOY,"Russell _, <i>Gladiator</i> actor"
RUDERAL,"<i>The Jewel in the</i> _, first book in <i>The Raj Quartet</i> series by Paul Scott"
RUDOLPH,Invest as monarch
RUDYARD,Symbol of the monarchy
RUFFALO,Birds of the same family as ravens and magpies
RUFFIAN,Boasts
RUFFLED,Boasts tri^umph^ant^ly
RUFFLES,Brags
RUGRATS,Carrion birds
RUINATE,Large black birds
RUINING,Coarse
RUINOUS,"Raw, untreated"
RULEOUT,"Rough, primi^tive"
RUMBABA,"Taste^less, coarse"
RUMBLED,Unrefined
RUMBLES,"Simple, basic"
RUMBOLD,Vulgar
RUMMAGE,Brutal
RUMOURS,"Brutal, heart^less"
RUMPLED,Hard-hearted
RUMPLES,Harsh
RUMPOLE,Heartless
RUNAMOK,"Heart^less, brutal"
RUNAWAY,Inhumane
RUNCORN,Malicious
RUNDOWN,"Nasty, unkind"
RUNINTO,Ruthless
RUNNERS,"Ruthless, brutal"
RUNNIER,"Vicious, heart^less"
RUNNING,Condiment stand
RUNOVER,Condiment set
RUNRIOT,Condiment tray
RUNWAYS,Bread morsel
RUNWILD,Bread scrap
RUPTURE,Morsel
RURALLY,Particle of bread
RUSHDIE,Scrap
RUSHING,Small bit of bread
RUSHMAT,Small fragment
RUSHTON,Small fragment of bread
RUSSELL,Small morsel of bread
RUSSETS,Tiny bit of bread
RUSSIAN,Tiny morsel
RUSTING,Tiny piece of biscuit
RUSTLED,Tiny piece of bread
RUSTLER,Tiny piece of cake
RUSTLES,Compress
RUTLAND,Infatuation
RWANDAN,Overpower
RYANAIR,Suppress
RYLANCE,Pulverise
SABAISM,Quell
SABBATH,Squeeze
SABRINA,Teenage in^fatu^ation
SACCADE,Bread's outer layer
SACHETS,Earth's outer layer
SACKBUT,Hard outer layer
SACKFUL,Hard outer part of bread
SACKING,Hard part of bread
SADDENS,Hardened surface
SADDEST,Outer part of a loaf
SADDLED,Outer part of bread
SADDLER,Outer skin of a loaf
SADDLES,Outside of a loaf
SADISTS,Pie's outer layer
SADNESS,Surface layer
SAFARIS,"Barry _, comedian/panellist"
SAFEBET,Burial chamber
SAFFRON,Burial vault
SAGGIER,Church basement room
SAGGING,Under^ground cell or chapel
SAILING,Under^ground chapel
SAILORS,Under^ground tomb area
SAINTED,Mace-like spray
SAINTLY,Mace-like spray used to quell riots
SALCHOW,Chopped into squares
SALDANA,Diced
SALERNO,Raised to the third power
SALFORD,Taken to the power of three
SALIENT,3-D squares
SALLIED,Chops into dice shapes
SALLIES,Chops into squares
SALOONS,Dices
SALSIFY,Ice for drinks
SALTASH,Solid squares
SALTIER,Die-like
SALTIRE,Dice-shaped
SALUTED,Having three di^men^sions
SALUTES,Of three di^men^sions
SALVAGE,Ancient measure of length
SALVERS,Biblical measure
SALVING,Old fingertip-to-elbow measure
SAMANDA,Distance from the elbow to the tip of the middle finger
SAMBAED,Clips round the ear
SAMBUCA,End pieces on sleeves
SAMISEN,Ends of sleeves
SAMOVAR,Manacles
SAMOYED,Slaps
SAMPANS,Sleeve ends
SAMPLED,Gathers (in^for^ma^tion)
SAMPLER,"George _, <i>My Fair Lady</i> director"
SAMPLES,Kills to reduce the animal population
SAMPRAS,Thins out
SAMSUNG,Offbeat groups
SAMURAI,Religious sects
SANCTUM,Sects
SANDALS,Systems of belief directed towards a particular figure
SANDBAG,Deity associated with St Valentine's Day
SANDEEL,Roman equiva^lent of Eros
SANDERS,God of love
SANDLER,Love's little archer
SANDMAN,Love-god
SANDOWN,Roman god of love
SANDPIT,Small mugful of tea
SANGRIA,Represses
SANJEEV,Restrains
SANJOSE,Restricts
SANJUAN,Co^agu^lated milk used to make cheese
SANREMO,Solid parts of milk
SANTAFE,Healed
SANTANA,Made better
SANTINI,"Of meat, preserved by drying or salting"
SAOIRSE,"Preserved (meat, eg)"
SAOTOME,Pre^served as by salting
SAPIENT,"Preserved (meats) by drying, smoking or salting"
SAPLING,Healer
SAPPERS,Heals
SAPPING,"Preserves (meat, eg)"
SARACEN,Remedies
SARACOX,Remedies for illnesses
SARAWAK,Restores to health
SARCASM,Central government of the Roman Catholic Church
SARDINE,Court of the papal see
SARGENT,"Marie _, dis^cov^er^er of radium"
SARKOZY,Polish-born scientist who discovered radium
SARNIES,Surname of radium dis^cov^er^ers
SARONGS,Surname of the couple who discovered radium
SARPONG,Unit of radio^activ^ity
SASHIMI,Objet d'art
SASSILY,Col^lect^or's item
SASSOON,Inter^est^ing and unusual object
SATANIC,Inter^est^ing piece of bric-a-brac
SATCHEL,Item of bric-a-brac
SATCHMO,Odd object
SATDOWN,Rare article
SATIATE,Rare object
SATIETY,Rare or unusual object
SATIRES,Unusual object
SATISFY,Crimps
SATSUMA,Loops of hair
SAUCERS,Ringlets
SAUCIER,Spirals
SAUCILY,Spirals of hair
SAUNTER,Frizzy
SAUSAGE,Very wavy
SAVAGED,Very wavy (hair)
SAVAGES,Wavy
SAVARIN,Groom (a horse)
SAVEDUP,Indian res^taur^ant dish
SAVELOY,Popular Indian dish
SAVINGS,Spiced Indian dish
SAVIOUR,Spicy Indian dish
SAVOURS,Spicy Indian food
SAVOURY,Spicy dish
SAWALHA,Blaspheme
SAWBILL,Damn
SAWDUST,Evil spell
SAWFISH,Imprecation
SAWMILL,Malediction
SAWNOFF,Swear
SAWYERS,Use bad language
SAXHORN,Arc
SAYINGS,Bend
SAYWHEN,Bending line
SCABIES,"Bow, arch"
SCACCHI,Gently sweep
SCAFELL,"Wavy, bendy"
SCALDED,Comfortable
SCALENE,Easy (job)
SCALING,Really easy
SCALLOP,Term of en^dear^ment
SCALPED,Carve
SCALPEL,Chop
SCAMPER,Emo^tion^ally hurt
SCANDAL,Slice
SCANLAN,Recurrent series of events
SCANNED,Go by bike
SCANNER,Journey on two wheels
SCAPULA,Pattern of re^cur^rence
SCARABS,Pedal-powered vehicle
SCARCER,Recurring series of events
SCARIER,Pushbike
SCARIFY,Regular sequence
SCARILY,Repeating sequence
SCARING,Repeating series of events
SCARLET,Ride a bike
SCARPER,Rotation
SCARRED,Sequence which repeats itself
SCARVES,Travel by bike
SCATTER,Welsh name for Wales
SCENERY,One who has little faith in human sincerity or goodness
SCENTED,Pessimist
SCEPTIC,Sceptic
SCEPTRE,Sceptical person
SCHELDT,Surly doubter
SCHEMED,Surly pessimist
SCHEMER,World-weary sceptic
SCHEMES,Capital city of Bangladesh
SCHERZO,Capital of Bangladesh
SCHISMS,Russian country house
SCHLEPS,Baby's father
SCHMUCK,Father
SCHOLAR,"Sugar _, older man with money"
SCHOOLS,"Sugar _, rich old man"
SCIENCE,Borders around the lower parts of interior walls
SCISSOR,Borders around walls
SCOFFED,Dec^ora^tive skirtings
SCOFFER,Every 24 hours
SCOLDED,Every twenty-four hours
SCONCES,Happening seven times a week
SCOOPED,Creamery
SCOOTED,Milk depot
SCOOTER,Farm which produces milk and its by-products
SCORERS,Milk pro^cess^ing depot
SCORING,Milk pro^cess^ing factory
SCORNED,Milk supplier
SCORPIO,Place for making butter etc
SCOTTIE,Lawn flower
SCOURED,"Mich^ael^mas _, flower"
SCOURER,Small white flower that grows on lawns
SCOURGE,Small wild flower with a yellow centre and white petals
SCOUTED,Wild yellow and white flower
SCOUTER,"_ chain, string of flowers"
SCOWLED,"_ Lama, Buddhist leader"
SCRAGGY,Dr Who's enemy
SCRAPED,Metal enemy of Dr Who
SCRAPER,One of Dr Who's arch-enemies
SCRAPES,One of Dr Who's most famous adversaries
SCRAPIE,Scenic part of Yorkshire
SCRAPPY,Yorkshire valleys
SCRATCH,"Arthur _, <i>Minder</i> char^ac^ter"
SCRAWLS,"_ Thompson, 1980s decathlon star"
SCRAWNY,Dawdle
SCREAMS,"Dawdle, waste time"
SCREECH,Linger
SCREEDS,Loiter
SCREENS,Tarry
SCREWED,Waste time
SCRIBES,Funny panto^mime char^ac^ters
SCRIMPS,Panto^mime char^ac^ters
SCRIPPS,Titled ladies
SCRIPTS,Condemns
SCROLLS,Art of body movement
SCROOGE,Jig
SCRUBBY,Move in time to music
SCRUBUP,Move rhyth^mi^cal^ly to music
SCRUFFY,Move rhyth^mi^cal^ly
SCRUMMY,Move to music
SCRUMPS,Movement to music
SCRUMPY,"Twist, tango etc"
SCRUNCH,Fashion-con^scious male
SCRUPLE,Foppish man
SCRYERS,Natives of Cop^en^hagen
SCRYING,People of Denmark
SCUDDED,"_ DeVito, <i>Get Shorty</i> actor"
SCUFFED,"_ DeVito, American actor"
SCUFFLE,Italian poet
SCULLED,"Fitzwilliam _, character in <i>Pride and Prejudice</i>"
SCULLER,Braved
SCULPTS,Challenged
SCUPPER,Had the courage
SCUTTLE,Had the gall
SCYTHED,Had the nerve
SCYTHES,Risked
SEABASS,Ventured
SEABIRD,Was brave enough
SEAFOOD,"'Who _ Wins', SAS motto"
SEAGULL,Bravely ventures
SEALANE,Challenges
SEALANT,Has the nerve
SEALEGS,Risks
SEALING,Takes the risk
SEALION,Ventures
SEALOFF,"Bobby _, singer of <i>Dream Lover</i>"
SEANCES,Mends a hole by sewing
SEAPORT,Mends a hole with needle and thread
SEARING,Mends (a sock)
SEASALT,Mends (socks)
SEASICK,Mends with wool
SEASIDE,Patches
SEASLUG,Sewing repairs
SEASONS,Sews together
SEATING,Indoor arrow-throwing game
SEATTLE,Indoor game played on a circular board
SEAVIEW,Indoor game with a bullseye
SEAWALL,Moves rapidly
SEAWARD,Pub game
SEAWASP,Throwing game
SEAWEED,"_ Hannah, <i>Splash</i> actress"
SEBRING,Antiquated
SECEDED,Obsolete
SECEDES,Old hat
SECLUDE,Old-fash^ioned
SECOMBE,Outmoded
SECONDS,Went out with
SECRECY,Ap^point^ments
SECRETE,Fruits of the North African palm
SECRETS,Fruits of the palm
SECTION,Palm fruit traditionally eaten at Christmas
SECTORS,Palm fruits
SECULAR,Palm tree fruits
SECURED,Romantic meetings
SECURES,"Soft, brown, sweet palm fruits"
SEDATED,Item of fact
SEDATES,Item of in^for^ma^tion
SEDUCED,Ref^er^ence point
SEDUCER,Single fact
SEDUCES,Paints coarsely
SEEDBED,Plasters
SEEDBOX,Frighten
SEEDERS,Intimidate
SEEDIER,"Make afraid, dis^cour^age"
SEEDILY,"Put off, inhibit"
SEEDING,Biblical king
SEEHERE,Famous Mi^chel^an^gelo statue
SEEKERS,Goliath's con^queror
SEEKING,Welsh patron saint
SEEKOUT,"_ <i>Copper^field</i>, Dickens novel"
SEEMING,"_ Jason, TV actor"
SEEOVER,"_ Niven, Hollywood actor"
SEEPAGE,"Bette _, Hollywood star"
SEEPING,"Geena _, <i>Thelma & Louise</i> actress"
SEERESS,"Miles _, jazz star"
SEESAWS,"Steve _, 1980s snooker player"
SEESOFF,Boat hoist on the side of a ship
SEETHED,Hoist from which a lifeboat hangs
SEETHES,Swiss ski resort
SEGMENT,Becomes clear
SEGOVIA,Daybreaks
SEISMIC,Grows light
SEIZING,Astonished
SEIZURE,Astounded
SELECTS,Concussed
SELFISH,Stunned
SELKIES,Astounds
SELKIRK,Stuns
SELLECK,Stupors
SELLERS,Dis^trib^utes playing-cards
SELLING,Gives out playing-cards
SELLOFF,Hands out cards
SELLOUT,Shares out cards
SELTZER,Transactions
SEMINAL,Dished out
SEMINAR,Dis^trib^uted cards
SEMIPRO,Handed out cards
SEMITIC,Shared out cards
SENATOR,"_ out, ap^por^tioned"
SENDERS,"_ out, dispensed"
SENDING,"_ out, dis^trib^uted"
SENDOFF,Church dig^ni^tar^ies
SENDSUP,College super^visors
SENDUPS,Uni^ver^sity ad^min^is^trators
SENEGAL,"_ <i>on the Nile</i>, Agatha Christie story"
SENHORA,Cessation of life
SENIORS,Extinction
SENSING,Fatality
SENSORS,Lethal event
SENSORY,"_ <i>of a Salesman</i>, Arthur Miller play"
SENSUAL,"_ <i>on the Nile</i>, 1978 Poirot film"
SENTOFF,"_ <i>on the Nile</i>, Christie novel"
SEPTETS,Remove the trousers from
SEQUELS,Remove (some^one's) trousers
SEQUINS,"Ban, exclude"
SEQUOIA,Exclude
SERAPHS,Exclude from admission
SERBIAN,"Shut out, exclude"
SERFDOM,Sum owing
SERIALS,Accounts book entry
SERIOUS,Amount due
SERMONS,Entry of a sum owed
SERPENT,Entry recording a sum owing
SERRATE,Negative financial balance
SERRIED,Sum owed
SERVANT,Sum taken off an account
SERVERS,Take from your account
SERVERY,Take from your bank account
SERVEUP,"_ Winger, US actress"
SERVICE,Arrears
SERVILE,Liabilities
SERVING,Monies owed
SESSILE,Obligations
SESSION,Sums owed
SETBACK,Things owed
SETDOWN,Correct a computer program
SETFAIR,Find and remove problems from (a computer system)
SETFREE,Locate and remove software defects
SETSAIL,Locate and remove defects
SETSOFF,Remove concealed microphones from
SETTEES,Remove hidden listening devices from
SETTERS,Remove insects from
SETTING,First ap^pear^ance
